generation,fit,hash
1;0.902936507937;[5, 4, 3]
1;0.902936507937;[5, 2]
1;0.897222222222;[5]
1;0.885714285714;[3]
1;0.87746031746;[4]
1;0.877142857143;[4, 2]
1;0.871666666667;[5, 3, 4]
1;0.871507936508;[2, 2]
1;0.862936507937;[6, 5]
1;0.814444444444;[4, 3, 2]
1;0.791507936508;[3, 3, 2]
1;0.688571428571;[5, 1, 1]
2;0.902936507937;[5, 4, 3]
2;0.902936507937;[5, 2]
2;0.888650793651;[5, 4]
2;0.888571428571;[4, 3, 4]
2;0.871666666667;[6, 3, 4]
2;0.868571428571;[2, 2]
2;0.865873015873;[5, 6]
2;0.84;[2]
2;0.791507936508;[2, 3, 2]
2;0.748571428571;[5, 2, 4, 4, 1]
2;0.742857142857;[3, 5, 1, 1]
2;0.720079365079;[3, 3, 4, 1]
3;0.902936507937;[5, 4, 3]
3;0.902936507937;[5, 2]
3;0.88873015873;[6, 3, 3]
3;0.888650793651;[5, 4]
3;0.888571428571;[4, 3, 5]
3;0.871666666667;[6, 2, 4]
3;0.865873015873;[4, 6]
3;0.865714285714;[3, 4]
3;0.791507936508;[3, 3, 3]
3;0.748571428571;[4, 2, 3, 5, 1]
3;0.742857142857;[3, 5, 2, 1]
3;0.720079365079;[4, 4, 5, 1]
4;0.911507936508;[5, 5, 3]
4;0.902936507937;[5, 4, 3]
4;0.902936507937;[5, 2]
4;0.902936507937;[5, 4, 2]
4;0.897380952381;[4, 7]
4;0.885714285714;[3, 4]
4;0.871666666667;[6, 2, 4]
4;0.834444444444;[5, 3, 2, 5]
4;0.803015873016;[4, 2]
4;0.737142857143;[2, 5, 2, 2]
4;0.717142857143;[4, 4, 6, 1]
4;0.705714285714;[1, 2, 5, 1]
5;0.911507936508;[5, 5, 3]
5;0.902936507937;[5, 4, 3]
5;0.902936507937;[5, 2]
5;0.902936507937;[4, 3, 1]
5;0.902936507937;[4, 5, 3]
5;0.891587301587;[3, 5, 6, 4]
5;0.888650793651;[4, 4, 3]
5;0.883095238095;[4, 7]
5;0.865714285714;[2]
5;0.783095238095;[3, 2]
5;0.717142857143;[5, 4, 6, 1]
5;0.705714285714;[1, 2, 5, 2]
6;0.911507936508;[5, 5, 3]
6;0.902936507937;[5, 4, 3]
6;0.902936507937;[5, 2]
6;0.902936507937;[4, 3, 1]
6;0.874365079365;[3, 5, 4]
6;0.828571428571;[3, 1, 4, 2]
6;0.820634920635;[4, 2, 2]
6;0.82;[2, 5, 6, 5]
6;0.78;[4, 6, 6, 3]
6;0.748650793651;[3, 6, 4, 2]
6;0.748571428571;[1]
6;0.74;[5, 3, 5, 4, 6, 1]
7;0.911507936508;[5, 5, 3]
7;0.902936507937;[5, 4, 3]
7;0.902936507937;[4, 2, 1]
7;0.874365079365;[4, 5, 4]
7;0.874365079365;[2, 5, 4]
7;0.871428571429;[4, 2]
7;0.868571428571;[4, 4, 5, 4]
7;0.857222222222;[3, 3]
7;0.842857142857;[2, 3]
7;0.834365079365;[5, 5, 1, 3]
7;0.825714285714;[3, 1]
7;0.78;[5, 6, 7, 3]
8;0.911507936508;[5, 5, 3]
8;0.911507936508;[5, 6, 2]
8;0.902936507937;[5, 4, 3]
8;0.888571428571;[5, 4, 5, 5]
8;0.880158730159;[4, 5, 3]
8;0.88;[4, 3, 3]
8;0.871428571429;[4, 2]
8;0.871428571429;[3, 1]
8;0.868571428571;[4, 4, 5, 5]
8;0.857222222222;[2, 4]
8;0.842857142857;[2, 3]
8;0.842857142857;[3, 3]
9;0.911507936508;[5, 5, 3]
9;0.911507936508;[5, 6, 2]
9;0.911507936508;[6, 5, 3]
9;0.902936507937;[4, 4, 4]
9;0.894523809524;[5, 5, 4]
9;0.888571428571;[6, 5, 5, 5]
9;0.880079365079;[2]
9;0.88;[5, 4, 4]
9;0.84873015873;[5, 3, 3]
9;0.814365079365;[4, 5, 3]
9;0.782857142857;[4, 3, 3]
9;0.762857142857;[5, 6, 4, 2, 2]
10;0.911507936508;[5, 5, 3]
10;0.911507936508;[5, 6, 2]
10;0.911507936508;[6, 5, 3]
10;0.874365079365;[5]
10;0.868571428571;[4, 4]
10;0.865714285714;[4, 3]
10;0.863015873016;[3]
10;0.854285714286;[5, 2]
10;0.845714285714;[5, 5, 6, 4, 3]
10;0.831428571429;[3, 4, 6, 2]
10;0.82;[4, 5, 5, 5, 3]
10;0.697380952381;[6, 3, 6, 5, 2, 1]
11;0.911507936508;[5, 5, 3]
11;0.911507936508;[5, 6, 2]
11;0.911507936508;[6, 5, 3]
11;0.911507936508;[7, 5, 4]
11;0.911507936508;[4, 5, 4]
11;0.902857142857;[5]
11;0.888650793651;[4]
11;0.863015873016;[2]
11;0.845714285714;[6, 4, 5, 4, 3]
11;0.831428571429;[3, 4, 6, 1]
11;0.82;[4, 4, 4, 5, 4]
11;0.697380952381;[5, 4, 5, 5, 1, 1]
12;0.911507936508;[5, 5, 3]
12;0.911507936508;[5, 6, 2]
12;0.911507936508;[8, 6, 4]
12;0.888650793651;[5]
12;0.874285714286;[3]
12;0.871428571429;[2, 3, 4, 5, 5]
12;0.865714285714;[3, 4, 5, 4, 6, 4, 4]
12;0.854365079365;[6, 2]
12;0.845714285714;[5, 4, 4, 4, 3]
12;0.845714285714;[3, 6, 2]
12;0.843015873016;[5, 7, 6, 2]
12;0.782857142857;[3, 3, 5, 1]
